
Institute of Mathematics of National Academy of Sciences of Armenia,40.1926,44.5081,Armenia,Yerevan
National Polytechnic University of Armenia,40.1911,44.5231,Armenia,Yerevan
National University of Architecture and Construction of Armenia,40.1907,44.5218,Armenia,Yerevan
Yerevan Brusov State University of Languages and Social Sciences,40.1874,44.5107,Armenia,Yerevan
Yerevan State Medical University,40.1878,44.5253,Armenia,Yerevan
Yerevan State University,40.1817,44.5264,Armenia,Yerevan
Eurasia International University,40.2084,44.5309,Armenia,Yerevan
Russian-Armenian University,40.2105,44.5033,Armenia,Yerevan


Canberra Institute of Technology,-35.286,149.137,Australia,Canberra
Coral Bell School of Asia Pacific Affairs,-35.2818,149.12,Australia,Canberra
Australian Catholic University,-27.378,153.089,Australia,Canberra
Australian Defence Force Academy,-35.2939,149.164,Australia,Canberra
Bruce Hall (Australian National University),-35.275,149.116,Australia,Canberra
Australian Catholic University,-27.378,153.089,Australia,Blacktown
Australian Catholic University,-27.378,153.089,Australia,Melbourne
87.8 UCFM,-35.238,149.083,Australia,Canberra
ANU Medical School,-35.276,149.117,Australia,Canberra
Hawker College,-35.2455,149.031,Australia,Canberra
ANU College of Law,-35.281,149.119,Australia,Canberra
ANU Joint Colleges of Science,-35.281,149.119,Australia,Canberra
Australian Catholic University,-27.378,153.089,Australia,Ballarat
Australian Catholic University,-27.378,153.089,Australia,Brisbane
Australian Catholic University,-27.378,153.089,Australia,North Sydney, New South Wales


University of Applied Arts Vienna,48.2075,16.3817,Austria,Vienna
University of Applied Sciences Technikum Wien,48.2394,16.3778,Austria,Vienna
University of Music and Performing Arts Vienna,48.2017,16.385,Austria,Vienna
University of Natural Resources and Life Sciences, Vienna,48.2367,16.3372,Austria,Vienna
University of Vienna,48.2131,16.3597,Austria,Vienna
Medical University of Vienna,48.22,16.3514,Austria,Vienna
Modul University Vienna,48.2747,16.3358,Austria,Vienna
PEF Private University of Management Vienna,48.1933,16.3689,Austria,Vienna
Music and Arts University of the City of Vienna,48.2047,16.3722,Austria,Vienna
Burgtheater,48.2103,16.3614,Austria,Vienna
Academy of Fine Arts Vienna,48.2014,16.3653,Austria,Vienna
Jam Music Lab,48.185,16.42,Austria,Vienna
Lauder Business School,48.2422,16.3531,Austria,Vienna
TU Wien,48.1989,16.37,Austria,Vienna
Diplomatic Academy of Vienna,48.1933,16.3708,Austria,Vienna
Sigmund Freud University Vienna,48.1942,16.4119,Slovenia,Ljubljana
Sigmund Freud University Vienna,48.1942,16.4119,Austria,Linz
Sigmund Freud University Vienna,48.1942,16.4119,Italy,Milan
Sigmund Freud University Vienna,48.1942,16.4119,Austria,Vienna
Sigmund Freud University Vienna,48.1942,16.4119,Germany,Berlin
Sigmund Freud University Vienna,48.1942,16.4119,France,Paris
Vienna Film Academy,48.1967,16.3822,Austria,Vienna
Webster Vienna Private University,48.2236,16.4239,Austria,Vienna
University of Veterinary Medicine Vienna,48.2553,16.4314,Austria,Vienna


Azerbaijan State Oil and Industry University,40.3785,49.8485,Azerbaijan,Baku
Azerbaijan Technical University,40.3703,49.8153,Azerbaijan,Baku
Azerbaijan University of Languages,40.3951,49.8603,Azerbaijan,Baku
Baku Academy of Music,40.3772,49.8444,Azerbaijan,Baku
Baku Eurasian University,40.406,49.8596,Azerbaijan,Baku
Baku Slavic University,40.3838,49.8437,Azerbaijan,Baku
Baku Higher Oil School,40.3823,49.8721,Azerbaijan,Baku
Baku State University,40.3733,49.8111,Azerbaijan,Baku
Azerbaijan State University of Culture and Arts,40.38,49.821,Azerbaijan,Baku
French-Azerbaijani University,40.3766,49.8515,Azerbaijan,Baku


College of Health and Sport Sciences,26.2169,50.5736,Bahrain,Manama
Ibn Al Hytham Islamic School,26.2256,50.5194,Bahrain,Manama


Presidency University, Bangladesh,23.794,90.4035,Bangladesh,Dhaka
Prime University,23.791,90.3482,Bangladesh,Dhaka
Primeasia University,23.7934,90.4025,Bangladesh,Dhaka
Queens University (Bangladesh),23.7707,90.3588,Bangladesh,Dhaka
Royal University of Dhaka,23.7928,90.4066,Bangladesh,Dhaka
Defence Services Command and Staff College (Bangladesh),23.8363,90.3594,Bangladesh,Dhaka
United International University,23.798,90.4498,Bangladesh,Dhaka
University of Development Alternative,23.7523,90.3694,Bangladesh,Dhaka
University of Dhaka,23.7331,90.3911,Bangladesh,Dhaka
University of Information Technology and Sciences,23.7945,90.4243,Bangladesh,Dhaka
University of Liberal Arts Bangladesh,23.7411,90.3744,Bangladesh,Dhaka
University of South Asia, Bangladesh,23.7951,90.4027,Bangladesh,Dhaka
Uttara High School and College,23.8709,90.3974,Bangladesh,Dhaka
Uttara University,23.8699,90.4025,Bangladesh,Dhaka
Victoria University of Bangladesh,23.7506,90.3884,Bangladesh,Dhaka
College of Aviation & Technology,23.8752,90.3924,Bangladesh,Dhaka
Medical College for Women and Hospital,23.8584,90.4007,Bangladesh,Dhaka
City University, Bangladesh,23.7509,90.3893,Bangladesh,Dhaka
Government Physical Education College, Dhaka,23.754,90.364,Bangladesh,Dhaka
Government Science College, Dhaka,23.7586,90.3931,Bangladesh,Tejgaon Thana
Government Science College, Dhaka,23.7586,90.3931,Bangladesh,Dhaka
Government Teachers\' Training College, Dhaka,23.7367,90.3828,Bangladesh,Dhaka
Government Tolaram College,23.6231,90.4973,Bangladesh,Dhaka
Government Tolaram College,23.6231,90.4973,Bangladesh,Narayanganj
Government Unani and Ayurvedic Degree College and Hospital,23.8042,90.378,Bangladesh,Dhaka
Anwer Khan Modern Medical College,23.7457,90.3824,Bangladesh,Dhaka
Anwer Khan Modern Medical College,23.7457,90.3824,Bangladesh,Dhanmondi Thana
Manarat International University,23.8777,90.3122,Bangladesh,Savar Upazila
Manarat International University,23.8777,90.3122,Bangladesh,Dhaka
Sir Salimullah Medical College,23.7106,90.4011,Bangladesh,Dhaka
State University of Bangladesh,23.749,90.3797,Bangladesh,Dhaka
BCIC College,23.8106,90.3483,Bangladesh,Dhaka
BRAC University,23.7802,90.4072,Bangladesh,Dhaka
Bangabandhu Sheikh Mujib Medical University,23.7389,90.3948,Bangladesh,Dhaka
Bangabandhu Sheikh Mujibur Rahman Maritime University,23.8272,90.3638,Bangladesh,Dhaka
Bangladesh Home Economics College,23.7529,90.3875,Bangladesh,Dhaka
Bangladesh University,23.7672,90.3447,Bangladesh,Dhaka
Bangladesh University of Engineering and Technology,23.7267,90.3925,Bangladesh,Dhaka
Bangladesh University of Health Sciences,23.7832,90.3532,Bangladesh,Dhaka
Bangladesh University of Professionals,23.8411,90.3577,Bangladesh,Dhaka
Bangladesh University of Textiles,23.7604,90.4001,Bangladesh,Dhaka
Bulbul Lalitakala Academy,23.7498,90.4236,Bangladesh,Dhaka
CARe Medical College,23.7619,90.3715,Bangladesh,Mohammadpur Thana
CARe Medical College,23.7619,90.3715,Bangladesh,Dhaka
Central Women\'s University,23.7201,90.4242,Bangladesh,Dhaka
Ad-din Women\'s Medical College,23.7485,90.4052,Bangladesh,Dhaka
Ahsanullah University of Science and Technology,23.7636,90.4069,Bangladesh,Dhaka
American International University-Bangladesh,23.8221,90.4274,Bangladesh,Dhaka
Daffodil International University,23.8766,90.3208,Bangladesh,Dhaka
Daffodil Polytechnic Institute,23.7533,90.3773,Bangladesh,Dhaka
Darul Ihsan University,23.7469,90.3756,Bangladesh,Dhaka
Dr. Sirajul Islam Medical College,23.7472,90.4105,Bangladesh,Dhaka
East West University,23.769,90.4253,Bangladesh,Dhaka
Eastern University (Bangladesh),23.7428,90.3806,Bangladesh,Dhaka
Eden Mohila College,23.7278,90.3864,Bangladesh,Dhaka
European University of Bangladesh,23.7739,90.3661,Bangladesh,Dhaka
Fareast International University,23.792,90.4028,Bangladesh,Dhaka
North South University,23.794,90.4035,Bangladesh,Dhaka
Northern University, Bangladesh,23.7411,90.375,Bangladesh,Dhaka
Notre Dame University Bangladesh,23.7296,90.4211,Bangladesh,Dhaka
Government College of Applied Human Science,23.731,90.3863,Bangladesh,Dhaka
Green University of Bangladesh,23.7871,90.3774,Bangladesh,Dhaka
International University of Business Agriculture and Technology,23.8883,90.3909,Bangladesh,Dhaka
Islamic Arabic University,23.7443,90.3492,Bangladesh,Mohammadpur Thana
Islamic Arabic University,23.7443,90.3492,Bangladesh,Dhaka
Jagannath Hall,23.7291,90.3942,Bangladesh,Dhaka
Jagannath University,23.7103,90.4111,Bangladesh,Dhaka
Jamia Qurania Arabia Lalbagh,23.7177,90.3896,Bangladesh,Dhaka
The International University of Scholars,23.794,90.4035,Bangladesh,Dhaka
Armed Forces Medical College (Bangladesh),23.8198,90.408,Bangladesh,Dhaka
Asian University of Bangladesh,23.8692,90.3996,Bangladesh,Dhaka
Atish Dipankar University of Science and Technology,23.8666,90.3784,Bangladesh,Dhaka
T & T High School,23.7334,90.42,Bangladesh,Dhaka
Dhaka College,23.7354,90.3832,Bangladesh,Dhaka
Dhaka Collegiate School,23.7945,90.4016,Bangladesh,Dhaka
Dhaka Commerce College,23.8064,90.3522,Bangladesh,Dhaka
Dhaka Dental College and Hospital,23.7991,90.3879,Bangladesh,Dhaka
Dhaka Imperial College,23.7662,90.4299,Bangladesh,Dhaka
Dhaka International University,23.7906,90.4079,Bangladesh,Dhaka
Dhaka Polytechnic Institute,23.7589,90.3997,Bangladesh,Dhaka
Popular Medical College,23.7385,90.3797,Bangladesh,Dhaka
Popular Medical College,23.7385,90.3797,Bangladesh,Dhanmondi Thana
Sonargaon University,23.7526,90.3872,Bangladesh,Dhaka
South Breeze School,23.8781,90.3869,Bangladesh,Dhaka
Southeast University (Bangladesh),23.7947,90.4049,Bangladesh,Dhaka
IBAIS University,23.7544,90.3726,Bangladesh,Dhaka
Ibn Sina Medical College,23.7789,90.3621,Bangladesh,Mirpur Model Thana
Ibn Sina Medical College,23.7789,90.3621,Bangladesh,Dhaka
Independent University, Bangladesh,23.8157,90.4277,Bangladesh,Dhaka
Institute of Business Administration, University of Dhaka,23.735,90.3936,Bangladesh,Dhaka
Institute of Education and Research,23.735,90.3936,Bangladesh,Dhaka
Institute of Information Technology, University of Dhaka,23.729,90.3983,Bangladesh,Dhaka
Institute of Statistical Research and Training,23.7288,90.3984,Bangladesh,Dhaka
Milestone College,23.8779,90.3909,Bangladesh,Dhaka
Millennium University,23.7421,90.4185,Bangladesh,Dhaka
National College of Home Economics,23.7564,90.3698,Bangladesh,Dhaka
Shamsul Hoque Khan School and College,23.7019,90.4711,Bangladesh,Dhaka
Shanto-Mariam University of Creative Technology,23.874,90.3905,Bangladesh,Dhaka
World University of Bangladesh,23.7422,90.3825,Bangladesh,Dhaka
National Academy for Planning and Development,23.735,90.388,Bangladesh,Dhaka


University of the West Indies at Cave Hill,13.134,-59.6301,Barbados,Bridgetown
Erdiston Teachers\' Training College,13.0965,-59.6001,Barbados,Bridgetown
American University of Barbados,13.0915,-59.579,Barbados,Bridgetown


Belarus State Economic University,53.8781,27.6072,Belarus,Minsk
Belarusian State University of Informatics and Radioelectronics,53.9178,27.5947,Belarus,Minsk
Minsk Innovation University,53.8699,27.6602,Belarus,Minsk
Minsk Radioengineering College,53.9192,27.5928,Belarus,Minsk
Minsk Suvorov Military School,53.9114,27.5586,Belarus,Minsk
Maksim Tank Belarusian State Pedagogical University,53.8944,27.545,Belarus,Minsk
Academy of Public Administration (Belarus),53.8867,27.5389,Belarus,Minsk
Faculty of International Relations, Belarusian State University,53.8923,27.5481,Belarus,Minsk
International Sakharov Environmental Institute,53.89,27.61,Belarus,Minsk
Military Academy of Belarus,53.9577,27.7361,Belarus,Minsk




University of Belize,17.2436,-88.7602,Belize,Belmopan


University of Science and Technology of Benin,6.3829,2.4562,Benin,Porto-Novo
University of Science and Technology of Benin,6.3829,2.4562,Benin,Cotonou




Sarajevo Music Academy,43.8602,18.4249,Bosnia & Herzegovina,Sarajevo
University of Sarajevo,43.8667,18.4167,Bosnia & Herzegovina,Sarajevo
Academy of Fine Arts Sarajevo,43.856,18.4179,Bosnia & Herzegovina,Sarajevo
American University in Bosnia and Herzegovina,44.5336,18.6549,Bosnia & Herzegovina,Sarajevo
Faculty of Law, University of Sarajevo,43.8569,18.4186,Bosnia & Herzegovina,Sarajevo
Open University of Sarajevo,43.8667,18.4167,Bosnia & Herzegovina,Sarajevo
American University in Bosnia and Herzegovina,44.5336,18.6549,Bosnia & Herzegovina,Tuzla


Botswana Accountancy College,-24.6803,25.9262,Botswana,Gaborone
Botswana Accountancy College,-24.6803,25.9262,Botswana,Francistown
University of Botswana,-24.6667,25.9333,Botswana,Maun, Botswana
University of Botswana,-24.6667,25.9333,Botswana,Gaborone
University of Botswana,-24.6667,25.9333,Botswana,Francistown
Sir Ketumile Masire Teaching Hospital,-24.6644,25.9303,Botswana,Gaborone


University of Brasília,-15.7614,-47.8664,Brazil,Brasília
Rio Branco Institute,-15.8053,-47.8686,Brazil,Brasília


University of Architecture, Civil Engineering and Geodesy,42.6831,23.3314,Bulgaria,Sofia
University of Library Studies and Information Technologies,42.6576,23.3878,Bulgaria,Sofia
University of National and World Economy,42.6508,23.3486,Bulgaria,Sofia
Varna University of Management,43.2122,27.9089,Bulgaria,Varna, Bulgaria
Varna University of Management,43.2122,27.9089,Bulgaria,Sofia
Varna University of Management,43.2122,27.9089,Bulgaria,Dobrich
Medical University, Sofia,42.6833,23.3072,Bulgaria,Sofia
University of Forestry, Sofia,42.6534,23.359,Bulgaria,Sofia
Technical University, Sofia,42.6572,23.3556,Bulgaria,Sofia
Sofia University of Mining and Geology,42.6594,23.35,Bulgaria,Sofia
Georgi Rakovski Military Academy,42.6833,23.3072,Bulgaria,Sofia
Sofia University,42.6936,23.335,Bulgaria,Sofia
National Academy for Theatre and Film Arts,42.6923,23.326,Bulgaria,Sofia
National Academy of Arts,42.6947,23.3344,Bulgaria,Sofia
New Bulgarian University,42.6775,23.2531,Bulgaria,Sofia
University of Chemical Technology and Metallurgy,42.6569,23.3578,Bulgaria,Sofia






CamEd Business School,11.569,104.891,Cambodia,Phnom Penh
Royal University of Fine Arts,11.5651,104.928,Cambodia,Phnom Penh
Department of Media and Communication (RUPP),42.3672,-71.1225,Cambodia,Phnom Penh
University of Health Sciences (Cambodia),11.5741,104.917,Cambodia,Phnom Penh
International University, Cambodia,11.5761,104.897,Cambodia,Phnom Penh
National University of Management,11.5746,104.919,Cambodia,Phnom Penh
Preah Sihanouk Raja Buddhist University,11.5635,104.934,Cambodia,Phnom Penh
Royal University of Phnom Penh,11.569,104.891,Cambodia,Phnom Penh
ACLEDA Institute of Business,11.63,104.856,Cambodia,Phnom Penh
American University of Phnom Penh,11.5771,104.893,Cambodia,Phnom Penh
Norton University,11.588,104.93,Cambodia,Phnom Penh
Institute of Foreign Languages,11.569,104.891,Cambodia,Phnom Penh
Royal University of Agriculture,50.6408,5.57472,Cambodia,Phnom Penh




University of Ottawa,45.4222,-75.6824,Canada,Ottawa
University of Ottawa Faculty of Law,45.4222,-75.6824,Canada,Ottawa
Saint Paul University,45.4081,-75.676,Canada,Ottawa
Ottawa School of Art,45.4269,-75.6933,Canada,Ottawa
Sprott School of Business,45.382,-75.7,Canada,Ottawa
Ottawa Normal School,45.42,-75.6908,Canada,Ottawa
Telfer School of Management,45.4238,-75.6869,Canada,Ottawa
Norman Paterson School of International Affairs,45.3823,-75.6962,Canada,Ottawa
University of Ottawa\'s Graduate School of Public and International Affairs,45.424,-75.6873,Canada,Ottawa


University of Bangui,4.37564,18.5634,Central African Republic,Bangui




University of the Andes, Chile,-33.4046,-70.5072,Chile,Santiago
Instituto Nacional General José Miguel Carrera,-33.4453,-70.6506,Chile,Santiago
Metropolitan University of Educational Sciences,-33.4622,-70.5981,Chile,Santiago
Metropolitan University of Technology,-33.4485,-70.658,Chile,Santiago
Miguel de Cervantes University,-33.4386,-70.6475,Chile,Santiago
Santiago College,-33.423,-70.603,Chile,Santiago
Finis Terrae University,-33.4367,-70.6081,Chile,Santiago


Istituto Europeo di Design,45.4781,9.2275,Italy,Rome
Istituto Europeo di Design,45.4781,9.2275,Italy,Florence
Istituto Europeo di Design,45.4781,9.2275,Spain,Madrid
Istituto Europeo di Design,45.4781,9.2275,Italy,Milan
Istituto Europeo di Design,45.4781,9.2275,Brazil,Rio de Janeiro
Istituto Europeo di Design,45.4781,9.2275,Italy,Cagliari
Istituto Europeo di Design,45.4781,9.2275,Italy,Turin
Istituto Europeo di Design,45.4781,9.2275,Brazil,S\xc3\xa3o Paulo
Istituto Europeo di Design,45.4781,9.2275,Spain,Barcelona
Istituto Europeo di Design,45.4781,9.2275,Italy,Venice


Del Rosario University,4.36009,-74.0424,Colombia,Bogotá
Jorge Tadeo Lozano University,4.6067,-74.0676,Colombia,Bogotá
Universidad Externado de Colombia,4.5958,-74.0684,Colombia,Bogotá
University City of Bogotá,4.63777,-74.084,Colombia,Bogotá
University of Los Andes (Colombia),4.60161,-74.0652,Colombia,Bogotá
Saint Martin University,4.66815,-74.0589,Colombia,Bogotá
Saint Thomas Aquinas University,4.63806,-74.0644,Colombia,Bogotá
Central University (Colombia),4.60117,-74.0657,Colombia,Bogotá
Escuela Colombiana de Ingeniería,4.78269,-74.0423,Colombia,Bogotá
Francisco José de Caldas District University,4.62806,-74.0653,Colombia,Bogotá
Nueva Granada Military University,4.68307,-74.0419,Colombia,Bogotá
Manuela Beltrán University,4.64222,-74.0544,Colombia,Bogotá
National Pedagogic University (Colombia),4.65814,-74.0588,Colombia,Bogotá
National University of Colombia,4.63556,-74.0828,Colombia,Bogotá
Catholic University of Colombia,4.63417,-74.0669,Colombia,Bogotá
Pilot University of Colombia,4.63222,-74.0653,Colombia,Bogotá






University of Zagreb,45.8107,15.9701,Croatia,Zagreb
Catholic University of Croatia,45.814,15.9444,Croatia,Zagreb
School of Medicine, University of Zagreb,45.8186,15.9847,Croatia,Zagreb
Academy of Dramatic Art, University of Zagreb,45.8086,15.97,Croatia,Zagreb
Academy of Fine Arts, University of Zagreb,45.8121,15.9624,Croatia,Zagreb
Academy of Music, University of Zagreb,45.8103,15.9684,Croatia,Zagreb
Faculty of Architecture, University of Zagreb,45.8086,15.9635,Croatia,Zagreb
Faculty of Humanities and Social Sciences, University of Zagreb,45.7967,15.971,Croatia,Zagreb
International Graduate Business School Zagreb,45.815,16.012,Croatia,Zagreb
Zagreb School of Economics and Management,45.8273,15.9964,Croatia,Zagreb
Faculty of Geodesy, University of Zagreb,45.8079,15.9633,Croatia,Zagreb


University of Havana,23.1343,-82.382,Cuba,Havana
University of Information Science,22.9902,-82.4659,Cuba,Havana
Club Náutico,23.0936,-82.4597,Cuba,Havana
Máximo Gómez Command Academy,23.174,-82.247,Cuba,Havana
ITM José Martí,23.0963,-82.4176,Cuba,Havana
ITM José Martí,23.0963,-82.4176,Cuba,Marianao
Ruston Academy,23.0774,-82.4593,Cuba,Havana
San Carlos and San Ambrosio Seminary,23.1418,-82.3519,Cuba,Havana


University of Cyprus,35.1597,33.3778,Republic of Cyprus,Nicosia
University of Cyprus,35.1597,33.3778,North Nicosia,Nicosia
University of Cyprus,35.1597,33.3778,Turkey,Nicosia
Near East University,35.2264,33.3247,Turkey,Nicosia
Near East University,35.2264,33.3247,North Nicosia,Nicosia
Near East University,35.2264,33.3247,Republic of Cyprus,Nicosia
University of Cyprus,35.1597,33.3778,Northern Cyprus,Nicosia
Near East University,35.2264,33.3247,Northern Cyprus,Nicosia
Cyprus Police Academy,35.1453,33.3791,North Nicosia,Nicosia
Cyprus Police Academy,35.1453,33.3791,Republic of Cyprus,Nicosia
Cyprus Police Academy,35.1453,33.3791,Northern Cyprus,Nicosia
Cyprus Police Academy,35.1453,33.3791,Turkey,Nicosia


Protestant University in the Congo,-4.33306,15.2978,Democratic Republic of the Congo,Kinshasa
Protestant University in the Congo,-4.33306,15.2978,DR Congo,Lingwala
University of Kinshasa,-4.41944,15.3097,Democratic Republic of the Congo,Kinshasa




Instituto Tecnológico de las Américas,18.4511,-69.6628,Dominican Republic,Santo Domingo
Universidad Católica Santo Domingo,18.4628,-69.9225,Dominican Republic,Santo Domingo


Universidad Internacional SEK,-0.091,-78.4845,Ecuador,Quito
Universidad San Francisco de Quito,-0.196111,-78.4356,Ecuador,Quito
Central University of Ecuador,10.4892,-66.8911,Ecuador,Quito
Pontifical Catholic University of Ecuador,-0.21,-78.4914,Ecuador,Quito
Instituto Nacional Mejía,-0.212495,-78.5049,Ecuador,Quito
National Polytechnic School (Ecuador),-0.210556,-78.4889,Ecuador,Quito


Canadian International College,30.0347,31.4295,Egypt,Cairo
Canadian International College,30.0347,31.4295,Egypt,New Cairo
Sadat Academy for Management Sciences,29.9517,31.2492,Egypt,Cairo
Egyptian Military Academy,30.1096,31.3585,Egypt,Cairo
Egyptian e-Learning University,30.0378,31.2168,Egypt,Cairo
El Shorouk Academy,30.1198,31.6065,Egypt,Cairo
French University of Egypt,30.1503,31.6064,Egypt,Cairo
Arab Academy for Management, Banking and Financial Sciences,30.0508,31.2024,Egypt,Cairo
St. George\'s College, Cairo,30.065,31.3408,Egypt,Cairo
Ain Shams University Faculty of Medicine,30.0759,31.2812,Egypt,Cairo
Ain Shams University,30.077,31.285,Egypt,Cairo
Al-Azhar University,30.0458,31.2625,Egypt,Cairo
American University in Cairo,30.0194,31.4998,Egypt,Cairo
New Cairo Academy,29.9948,31.4354,Egypt,Cairo
The GrEEK Campus,30.044,31.2388,Egypt,Cairo


University of El Salvador,13.7183,-89.2031,El Salvador,San Salvador
Central American University,13.6809,-89.2349,El Salvador,San Salvador
Francisco Gavidia University,13.6967,-89.2192,El Salvador,San Salvador


National University of Equatorial Guinea,3.7468,8.7752,Equatorial Guinea,Malabo


University of Asmara,15.3425,38.9275,Eritrea,Asmara


Estonian Information Technology College,59.3956,24.6644,Estonia,Tallinn
Baltic Film, Media, Arts and Communication School of Tallinn University,59.3964,24.6978,Estonia,Tallinn
Estonian Academy of Arts,59.4351,24.7586,Estonia,Tallinn
Estonian Academy of Music and Theatre,59.4312,24.7479,Estonia,Tallinn
Estonian Business School,59.4322,24.7567,Estonia,Tallinn
Estonian Entrepreneurship University of Applied Sciences,59.4227,24.7979,Estonia,Tallinn
